track_id,track_name,artists,track_genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
trk_01433,Musica 01433,Artista 248,pop,74,0.7125,0.61,-3.4637,0.0824,0.2711,0.071,0.4221,0.3376,101.84,186988
trk_01434,Musica 01434,Artista 150,pop,52,0.2681,0.483,-6.0448,0.1403,0.1618,0.0231,0.1922,0.4368,139.51,246293
trk_01435,Musica 01435,Artista 196,rock,52,0.4114,0.3238,-9.7667,0.3494,0.1763,0.0098,0.5514,0.7703,131.42,136893
trk_01436,Musica 01436,Artista 014,dance,59,0.3021,0.7275,-4.1102,0.1153,0.3482,0.1429,0.2648,0.3251,128.73,159791
trk_01437,Musica 01437,Artista 241,rock,62,0.4544,0.8308,-8.7795,0.2385,0.2552,0.1154,0.1175,0.4696,168.49,233616
trk_01438,Musica 01438,Artista 134,electronic,67,0.736,0.8392,-9.8567,0.0344,0.1309,0.0044,0.1338,0.7605,139.84,189175
trk_01439,Musica 01439,Artista 163,r&b,60,0.8075,0.4842,-9.0378,0.0733,0.3091,0.0766,0.2153,0.6681,139.13,121329
trk_01440,Musica 01440,Artista 042,dance,77,0.703,0.3703,-4.867,0.0541,0.0626,0.0252,0.3314,0.5723,142.27,235850
trk_01441,Musica 01441,Artista 099,rock,59,0.4918,0.563,-5.523,0.0833,0.4878,0.0092,0.3918,0.2955,111.69,202516
trk_01442,Musica 01442,Artista 040,pop,68,0.677,0.7507,-7.3988,0.0296,0.1426,0.0436,0.1335,0.2885,113.52,147368
trk_01443,Musica 01443,Artista 118,pop,91,0.3542,0.8445,-2.1541,0.03,0.3436,0.0219,0.1349,0.6191,116.07,221921
trk_01444,Musica 01444,Artista 037,pop,66,0.6618,0.6322,-2.967,0.064,0.195,0.1504,0.285,0.7503,80.18,65000
trk_01445,Musica 01445,Artista 154,rock,38,0.6702,0.5836,-8.6505,0.2682,0.3632,0.2395,0.099,0.8056,84.6,168745
trk_01446,Musica 01446,Artista 035,sertanejo,57,0.8199,0.4491,-8.0294,0.312,0.3329,0.1224,0.1633,0.5097,125.81,307709
trk_01447,Musica 01447,Artista 228,r&b,70,0.2952,0.8107,-3.9413,0.1986,0.5747,0.119,0.193,0.2803,151.87,262494
trk_01448,Musica 01448,Artista 021,sertanejo,71,0.7874,0.6644,-5.2285,0.1862,0.578,0.264,0.2837,0.1595,113.73,210171
trk_01449,Musica 01449,Artista 065,sertanejo,63,0.6052,0.6563,-8.759,0.0908,0.0327,0.1062,0.5696,0.2878,82.14,239815
trk_01450,Musica 01450,Artista 051,rock,74,0.7943,0.6246,-4.3306,0.1699,0.1415,0.0078,0.1388,0.4722,93.94,145312
trk_01451,Musica 01451,Artista 102,indie,54,0.6039,0.2945,-7.2871,0.2348,0.1362,0.0009,0.5072,0.6239,75.64,296746
trk_01452,Musica 01452,Artista 010,sertanejo,65,0.8284,0.7554,-4.4334,0.0822,0.3024,0.0449,0.039,0.6078,165.33,222102
trk_01453,Musica 01453,Artista 168,latin,47,0.3047,0.6909,-10.603,0.0653,0.2902,0.0305,0.0764,0.4009,117.13,216677
trk_01454,Musica 01454,Artista 100,r&b,71,0.7292,0.8643,-1.4838,0.3471,0.1521,0.0049,0.1186,0.5128,131.91,221212
trk_01455,Musica 01455,Artista 022,hip-hop,79,0.5996,0.7848,-3.6464,0.2374,0.2811,0.0364,0.015,0.4519,147.67,216534
trk_01456,Musica 01456,Artista 063,pop,68,0.7486,0.0632,-4.3871,0.0124,0.496,0.0899,0.1312,0.4536,107.06,212677
trk_01457,Musica 01457,Artista 140,rock,89,0.961,0.8981,-1.6542,0.4888,0.2633,0.0079,0.1709,0.2426,116.51,287923
trk_01458,Musica 01458,Artista 102,electronic,86,0.6835,0.823,-0.3731,0.0105,0.2397,0.3441,0.1058,0.1999,120.1,237594
trk_01459,Musica 01459,Artista 104,r&b,77,0.6726,0.7287,-4.6813,0.2385,0.2334,0.2538,0.3125,0.4068,146.01,186261
trk_01460,Musica 01460,Artista 063,hip-hop,76,0.8333,0.5907,-9.6367,0.1308,0.2904,0.3869,0.0354,0.2526,124.8,205522
trk_01461,Musica 01461,Artista 003,indie,68,0.6743,0.7761,-1.4693,0.0247,0.2706,0.0491,0.2839,0.2797,129.69,278443
trk_01462,Musica 01462,Artista 010,sertanejo,59,0.5134,0.7045,-5.6719,0.0034,0.3883,0.0876,0.1094,0.1654,104.21,285359
trk_01463,Musica 01463,Artista 174,rock,62,0.528,0.5166,-4.1433,0.1477,0.3336,0.0125,0.48,0.6298,99.64,148075
trk_01464,Musica 01464,Artista 148,hip-hop,77,0.9163,0.9305,-6.1151,0.1082,0.1447,0.1136,0.3802,0.6533,135.53,224680
trk_01465,Musica 01465,Artista 122,funk,53,0.6783,0.8363,-2.7769,0.0751,0.2412,0.194,0.1772,0.2146,130.05,137648
trk_01466,Musica 01466,Artista 146,funk,75,0.5257,0.4974,-10.0952,0.2499,0.1074,0.0153,0.163,0.0188,107.15,228338
trk_01467,Musica 01467,Artista 246,electronic,70,0.8539,0.6417,-1.7554,0.3431,0.1738,0.0411,0.4672,0.3678,111.23,180350
trk_01468,Musica 01468,Artista 097,rock,59,0.9338,0.2087,-6.9565,0.2787,0.3655,0.1032,0.1703,0.4083,127.6,143554
trk_01469,Musica 01469,Artista 062,funk,72,0.5855,0.5063,-3.5076,0.0666,0.2049,0.0161,0.2368,0.6445,102.12,283780
trk_01470,Musica 01470,Artista 235,pop,71,0.7469,0.4644,-8.9085,0.1545,0.1563,0.0309,0.2301,0.5243,96.07,273971
trk_01471,Musica 01471,Artista 093,r&b,61,0.857,0.6988,-4.9729,0.0034,0.1197,0.0069,0.1565,0.4797,75.01,174332
trk_01472,Musica 01472,Artista 153,rock,46,0.4473,0.5623,-3.6195,0.0069,0.7074,0.0605,0.0468,0.5507,139.6,238381
trk_01473,Musica 01473,Artista 169,pop,57,0.5877,0.6122,-3.5859,0.0247,0.3562,0.0128,0.0326,0.7659,112.74,207389
trk_01474,Musica 01474,Artista 192,electronic,70,0.5055,0.7319,-3.6254,0.145,0.5555,0.0098,0.4665,0.8201,107.83,205255
trk_01475,Musica 01475,Artista 102,electronic,84,0.5009,0.9616,-5.4822,0.1081,0.6165,0.0061,0.1148,0.6463,126.21,258702
trk_01476,Musica 01476,Artista 213,electronic,80,0.9084,0.4848,-5.9994,0.0331,0.128,0.0174,0.1693,0.7642,121.05,234159
trk_01477,Musica 01477,Artista 169,electronic,39,0.1065,0.583,-6.27,0.1109,0.0777,0.3979,0.4655,0.2623,95.6,214958
trk_01478,Musica 01478,Artista 212,dance,64,0.8997,0.6731,-9.7322,0.0533,0.3805,0.0819,0.3587,0.4127,111.81,338610
trk_01479,Musica 01479,Artista 098,electronic,78,0.8418,0.7308,-6.6985,0.178,0.2598,0.0099,0.2113,0.3494,134.38,213009
trk_01480,Musica 01480,Artista 104,electronic,72,0.358,0.5985,-6.3607,0.1723,0.2038,0.0138,0.1487,0.7855,122.64,207857
trk_01481,Musica 01481,Artista 169,hip-hop,58,0.6791,0.592,-7.0143,0.0564,0.1476,0.1605,0.2735,0.1794,145.96,117737
trk_01482,Musica 01482,Artista 082,pop,57,0.5408,0.7331,-4.7477,0.1066,0.3519,0.0014,0.1245,0.147,137.12,335196
trk_01483,Musica 01483,Artista 056,sertanejo,55,0.7538,0.2431,-5.9522,0.1325,0.075,0.0026,0.1608,0.3221,132.22,152601
trk_01484,Musica 01484,Artista 082,rock,67,0.917,0.5818,-5.3649,0.1297,0.3394,0.0547,0.2484,0.5302,79.64,283433
trk_01485,Musica 01485,Artista 133,funk,42,0.5802,0.3225,-7.9305,0.2975,0.1958,0.1458,0.0368,0.4996,162.75,162851
trk_01486,Musica 01486,Artista 222,pop,67,0.74,0.7219,-1.8808,0.332,0.4099,0.1168,0.2975,0.5128,124.69,210978
trk_01487,Musica 01487,Artista 041,dance,58,0.6793,0.4627,-9.474,0.3254,0.407,0.0574,0.2759,0.4983,138.21,248929
trk_01488,Musica 01488,Artista 016,electronic,69,0.5811,0.405,-8.6329,0.1241,0.1975,0.1679,0.1687,0.381,161.89,339585
trk_01489,Musica 01489,Artista 003,r&b,54,0.5202,0.6244,-8.4511,0.1394,0.3579,0.0213,0.1654,0.5429,128.63,170564
trk_01490,Musica 01490,Artista 179,electronic,66,0.7634,0.3671,-4.8061,0.2014,0.3397,0.082,0.1972,0.5286,72.17,293367
trk_01491,Musica 01491,Artista 124,pop,49,0.8639,0.3961,-4.7071,0.2497,0.374,0.0429,0.3051,0.2829,69.81,179637
trk_01492,Musica 01492,Artista 176,latin,45,0.4063,0.1861,-5.9795,0.0826,0.5233,0.021,0.1469,0.8496,78.38,233273
trk_01493,Musica 01493,Artista 216,funk,52,0.7624,0.6577,0.628,0.3931,0.3419,0.0993,0.48,0.6412,89.85,158241
trk_01494,Musica 01494,Artista 038,indie,59,0.4497,0.8255,-6.3831,0.0363,0.2189,0.1746,0.0944,0.3638,150.31,225149
trk_01495,Musica 01495,Artista 135,hip-hop,66,0.6256,0.9666,-3.2414,0.0916,0.598,0.003,0.4187,0.4931,137.55,245886
trk_01496,Musica 01496,Artista 072,funk,65,0.4914,0.3966,-4.5497,0.27,0.3976,0.1708,0.2778,0.8686,128.52,260511
trk_01497,Musica 01497,Artista 182,latin,67,0.9645,0.7479,-5.4776,0.2762,0.3062,0.1165,0.448,0.4597,115.44,257772
trk_01498,Musica 01498,Artista 102,funk,71,0.6392,0.4411,-4.1298,0.1008,0.3194,0.2415,0.1066,0.3807,162.35,212073
trk_01499,Musica 01499,Artista 162,hip-hop,68,0.7835,0.2638,-4.123,0.0608,0.4233,0.0005,0.1636,0.8104,116.98,193410
trk_01500,Musica 01500,Artista 162,funk,66,0.9085,0.623,-2.7438,0.1368,0.3646,0.1658,0.0289,0.5544,82.6,271297
trk_01501,Musica 01501,Artista 005,funk,81,0.8856,0.8675,1.0,0.0361,0.3345,0.0389,0.0249,0.5715,110.67,293598
trk_01502,Musica 01502,Artista 197,dance,76,0.8828,0.3109,-1.3749,0.2685,0.2267,0.084,0.0952,0.8496,139.45,153632
trk_01503,Musica 01503,Artista 144,hip-hop,75,0.7914,0.5598,-3.7423,0.1303,0.5812,0.0033,0.1107,0.6176,134.76,208769
trk_01504,Musica 01504,Artista 069,hip-hop,53,0.7121,0.4882,-7.9447,0.1235,0.302,0.0638,0.3743,0.6804,64.2,185515
trk_01505,Musica 01505,Artista 024,latin,69,0.7475,0.6668,1.0,0.0156,0.249,0.1971,0.2391,0.2923,114.01,231901
trk_01506,Musica 01506,Artista 015,electronic,71,0.7402,0.8306,-7.6561,0.259,0.3911,0.0559,0.118,0.581,161.67,183359
trk_01507,Musica 01507,Artista 006,indie,77,0.5311,0.6142,-5.4421,0.3792,0.0616,0.0122,0.4522,0.6778,100.92,225508
trk_01508,Musica 01508,Artista 205,electronic,67,0.2953,0.6497,-2.1982,0.0415,0.2989,0.0541,0.3216,0.2232,97.93,266629
trk_01509,Musica 01509,Artista 041,rock,73,0.8687,0.5846,-4.3485,0.0101,0.38,0.0031,0.1778,0.4434,122.34,126113
trk_01510,Musica 01510,Artista 106,indie,71,0.6422,0.7375,-3.7485,0.1439,0.0857,0.072,0.4426,0.3864,158.18,184717
trk_01511,Musica 01511,Artista 183,pop,67,0.8238,0.862,-2.51,0.0008,0.4693,0.0006,0.1689,0.8694,87.91,216990
trk_01512,Musica 01512,Artista 021,rock,69,0.7744,0.2347,-4.4832,0.0468,0.3298,0.0235,0.2798,0.119,130.07,171607
trk_01513,Musica 01513,Artista 215,sertanejo,56,0.5591,0.2608,-10.4096,0.0966,0.1068,0.0082,0.5799,0.3025,111.12,238860
trk_01514,Musica 01514,Artista 068,indie,48,0.7904,0.4534,-3.301,0.0108,0.1158,0.0604,0.2916,0.2556,78.09,158890
trk_01515,Musica 01515,Artista 162,r&b,62,0.3145,0.8484,-3.4046,0.0494,0.1205,0.1033,0.1904,0.5675,117.66,235108
trk_01516,Musica 01516,Artista 088,rock,78,0.7977,0.8699,-1.3809,0.0529,0.5074,0.1676,0.0821,0.3604,110.15,212670
trk_01517,Musica 01517,Artista 130,pop,72,0.7573,0.6829,-4.6302,0.1746,0.1247,0.0723,0.3797,0.3156,123.02,173421
trk_01518,Musica 01518,Artista 028,dance,47,0.6969,0.1533,-10.8021,0.1168,0.3883,0.0485,0.4806,0.0228,104.22,146180
trk_01519,Musica 01519,Artista 085,pop,68,0.5521,0.5786,-3.3322,0.5367,0.3602,0.2342,0.3305,0.246,116.33,234094
trk_01520,Musica 01520,Artista 131,rock,70,0.6465,0.6664,-9.1361,0.1988,0.1366,0.0389,0.1348,0.1813,101.32,315735
trk_01521,Musica 01521,Artista 116,rock,34,0.3943,0.5326,-3.8733,0.4538,0.4782,0.2841,0.0708,0.5635,156.25,254418
trk_01522,Musica 01522,Artista 224,electronic,64,0.8617,0.7907,1.0,0.0962,0.2582,0.2366,0.182,0.1789,89.19,252287
trk_01523,Musica 01523,Artista 244,latin,72,0.9792,0.3575,-8.3328,0.0302,0.6319,0.0494,0.0148,0.4677,120.56,195021
trk_01524,Musica 01524,Artista 022,indie,71,0.6591,0.4469,-8.9047,0.2212,0.3102,0.0512,0.1708,0.7893,107.52,215887
trk_01525,Musica 01525,Artista 190,funk,48,0.6534,0.0462,-7.4034,0.0783,0.3716,0.2396,0.0965,0.5612,110.48,163847
trk_01526,Musica 01526,Artista 141,pop,80,0.7885,0.2348,-8.0988,0.059,0.2691,0.0638,0.2117,0.1831,115.82,173677
trk_01527,Musica 01527,Artista 247,hip-hop,75,0.8088,0.647,-4.0483,0.1265,0.5337,0.0438,0.1463,0.5631,102.17,243425
trk_01528,Musica 01528,Artista 036,electronic,44,0.2798,0.8026,-6.2432,0.0521,0.0436,0.0942,0.0569,0.4725,69.04,156808
trk_01529,Musica 01529,Artista 046,pop,71,0.6242,0.751,-7.9917,0.2274,0.2821,0.0575,0.1095,0.4087,157.16,205614
trk_01530,Musica 01530,Artista 069,rock,57,0.7466,0.7237,-13.8716,0.0803,0.5217,0.0021,0.1265,0.4445,106.91,171946
trk_01531,Musica 01531,Artista 128,hip-hop,48,0.4631,0.6193,-8.8127,0.0228,0.1457,0.5624,0.2177,0.3952,145.03,203326
trk_01532,Musica 01532,Artista 199,pop,49,0.6169,0.3725,-5.8517,0.2069,0.4382,0.0455,0.1669,0.4383,96.03,166188
trk_01533,Musica 01533,Artista 064,sertanejo,68,0.5419,0.6357,-2.0461,0.0808,0.5534,0.0595,0.1693,0.7976,142.25,112587
trk_01534,Musica 01534,Artista 065,funk,79,0.6068,0.8452,-2.1643,0.205,0.6001,0.0087,0.1127,0.6959,105.1,237173
trk_01535,Musica 01535,Artista 009,pop,79,0.4539,0.8266,-1.9783,0.0386,0.0206,0.0062,0.3737,0.3551,119.1,214423
trk_01536,Musica 01536,Artista 203,electronic,53,0.3853,0.5923,-2.9915,0.1156,0.1616,0.0937,0.1439,0.4546,85.88,256650
trk_01537,Musica 01537,Artista 171,indie,42,0.6862,0.7946,-6.3478,0.1515,0.0898,0.0937,0.1325,0.1239,83.56,293948
trk_01538,Musica 01538,Artista 112,indie,76,0.7146,0.6402,-11.2865,0.0272,0.1131,0.0079,0.1575,0.7436,99.39,238790
trk_01539,Musica 01539,Artista 100,latin,68,0.7041,0.5632,-5.9563,0.0588,0.2227,0.0651,0.2458,0.2299,147.57,257709
trk_01540,Musica 01540,Artista 026,electronic,26,0.479,0.4632,-11.0737,0.133,0.1142,0.0238,0.1695,0.6433,148.15,257065
trk_01541,Musica 01541,Artista 163,latin,54,0.6502,0.6705,-4.2799,0.0921,0.4115,0.1127,0.2786,0.0258,128.48,306379
trk_01542,Musica 01542,Artista 247,rock,64,0.5993,0.726,-5.0061,0.0604,0.5052,0.1751,0.0543,0.5841,162.58,172379
trk_01543,Musica 01543,Artista 011,hip-hop,86,0.7651,0.8165,1.0,0.1571,0.4244,0.1061,0.5545,0.2135,117.13,199972
trk_01544,Musica 01544,Artista 008,pop,87,0.5289,0.8016,-0.2919,0.2314,0.245,0.0134,0.172,0.4641,102.43,186461
trk_01545,Musica 01545,Artista 058,electronic,75,0.6696,0.7151,-3.084,0.4508,0.2951,0.0968,0.1106,0.5606,108.54,217939
trk_01546,Musica 01546,Artista 192,hip-hop,51,0.5964,0.5839,-7.1726,0.0571,0.4975,0.2644,0.1828,0.3243,134.18,178943
trk_01547,Musica 01547,Artista 215,rock,82,0.8296,0.8366,-8.7174,0.1205,0.3174,0.0124,0.3083,0.4181,111.66,162946
trk_01548,Musica 01548,Artista 125,indie,74,0.8039,0.5996,1.0,0.2274,0.2453,0.0787,0.3773,0.6814,156.61,186213
trk_01549,Musica 01549,Artista 048,hip-hop,77,0.7683,0.6636,-5.3139,0.1414,0.1468,0.0427,0.1544,0.5868,107.04,167430
trk_01550,Musica 01550,Artista 124,rock,57,0.658,0.2008,-6.0283,0.0479,0.3419,0.0804,0.0625,0.3896,146.34,176329
trk_01551,Musica 01551,Artista 084,pop,56,0.2819,0.5629,-7.9287,0.0131,0.2851,0.2241,0.0954,0.1111,133.38,124667
trk_01552,Musica 01552,Artista 047,electronic,69,0.6382,0.6563,0.4486,0.1311,0.1608,0.0231,0.1034,0.4867,138.28,321474
trk_01553,Musica 01553,Artista 027,hip-hop,71,0.8572,0.6025,-8.1676,0.0338,0.2067,0.0066,0.2455,0.9215,93.13,172604
trk_01554,Musica 01554,Artista 226,hip-hop,54,0.507,0.4934,-7.052,0.1139,0.6993,0.1058,0.4516,0.3749,59.4,269255
trk_01555,Musica 01555,Artista 066,rock,67,0.8048,0.6292,-3.8573,0.1081,0.2795,0.0582,0.2056,0.32,123.25,268448
trk_01556,Musica 01556,Artista 077,indie,58,0.528,0.6965,-1.5545,0.0837,0.3746,0.2519,0.0491,0.4417,105.25,220461
trk_01557,Musica 01557,Artista 210,r&b,45,0.4489,0.1137,-8.7595,0.077,0.1157,0.0158,0.0639,0.6611,129.58,165544
trk_01558,Musica 01558,Artista 032,electronic,82,0.7816,0.617,-4.9238,0.0733,0.1403,0.0248,0.0236,0.3432,132.77,271020
trk_01559,Musica 01559,Artista 219,funk,74,0.8751,0.4401,-8.1155,0.2313,0.3907,0.1573,0.2586,0.7172,105.61,263665
trk_01560,Musica 01560,Artista 187,latin,56,0.613,0.7617,-4.6867,0.1638,0.185,0.1605,0.1103,0.4122,98.96,259942
trk_01561,Musica 01561,Artista 088,dance,68,0.4932,0.6998,-3.0767,0.0221,0.2696,0.1871,0.1907,0.6693,121.17,261791
trk_01562,Musica 01562,Artista 204,sertanejo,63,0.7472,0.6553,-0.1493,0.0553,0.1704,0.2433,0.0686,0.2864,67.98,241209
trk_01563,Musica 01563,Artista 088,latin,78,0.6933,0.2068,-6.7954,0.1666,0.3125,0.1164,0.1716,0.6306,109.53,248238
trk_01564,Musica 01564,Artista 148,r&b,64,0.8286,0.7646,-8.1766,0.0605,0.1002,0.0005,0.0157,0.2678,117.25,264190
trk_01565,Musica 01565,Artista 190,indie,55,0.7188,0.3361,-1.1319,0.0945,0.2995,0.044,0.2542,0.5767,132.57,182799
trk_01566,Musica 01566,Artista 182,electronic,64,0.877,0.6806,-2.5191,0.0564,0.495,0.0303,0.1404,0.4225,96.5,211030
trk_01567,Musica 01567,Artista 189,pop,94,0.7349,0.6803,-3.4189,0.0597,0.558,0.0443,0.1479,0.5838,117.61,144327
trk_01568,Musica 01568,Artista 239,pop,86,0.7035,0.5502,0.392,0.122,0.5588,0.0084,0.2282,0.198,140.25,291963
trk_01569,Musica 01569,Artista 048,electronic,92,0.8377,0.9272,1.0,0.034,0.2211,0.1445,0.0421,0.7353,129.01,238431
trk_01570,Musica 01570,Artista 163,electronic,64,0.8419,0.6664,-8.1969,0.0818,0.311,0.0759,0.2713,0.4134,140.79,148934
trk_01571,Musica 01571,Artista 086,hip-hop,49,0.8081,0.8181,-4.661,0.0079,0.378,0.0041,0.096,0.1957,94.27,95306
trk_01572,Musica 01572,Artista 040,sertanejo,49,0.4525,0.4458,-10.4436,0.0143,0.1956,0.0906,0.1437,0.4392,106.91,221165
trk_01573,Musica 01573,Artista 217,sertanejo,54,0.7144,0.7119,-4.8083,0.1907,0.184,0.1,0.2301,0.7839,126.41,205891
trk_01574,Musica 01574,Artista 185,latin,44,0.4306,0.2813,-5.9305,0.1292,0.2849,0.0495,0.0138,0.6356,95.26,189104
trk_01575,Musica 01575,Artista 027,pop,53,0.818,0.203,-12.788,0.1428,0.4288,0.002,0.1981,0.4426,110.67,231081
trk_01576,Musica 01576,Artista 220,rock,69,0.7284,0.6489,-5.3385,0.0925,0.304,0.1867,0.1543,0.6366,145.65,265771
trk_01577,Musica 01577,Artista 113,indie,61,0.8155,0.5714,-6.869,0.2107,0.4577,0.0046,0.5018,0.3831,123.74,278887
trk_01578,Musica 01578,Artista 073,latin,65,0.3544,0.5455,-1.9547,0.1079,0.2974,0.0071,0.2315,0.4496,136.24,289605
trk_01579,Musica 01579,Artista 130,dance,78,0.6053,0.4621,-0.5323,0.1438,0.0293,0.0113,0.1595,0.5099,161.45,217836
trk_01580,Musica 01580,Artista 078,latin,59,0.6733,0.3076,-2.9915,0.1409,0.3332,0.0425,0.2186,0.5025,109.71,304517
trk_01581,Musica 01581,Artista 227,latin,57,0.8744,0.8817,-4.5466,0.4447,0.5037,0.0224,0.0984,0.5651,159.48,192559
trk_01582,Musica 01582,Artista 038,hip-hop,62,0.8657,0.4467,-3.3208,0.0138,0.0204,0.0675,0.1769,0.4634,111.83,231985
trk_01583,Musica 01583,Artista 068,hip-hop,56,0.6879,0.8224,-5.3805,0.0181,0.179,0.0449,0.0458,0.5665,82.72,240441
trk_01584,Musica 01584,Artista 042,rock,79,0.9172,0.9341,-6.2594,0.0799,0.7008,0.0321,0.1149,0.5381,126.24,255085
trk_01585,Musica 01585,Artista 122,sertanejo,66,0.894,0.7237,-7.1766,0.1108,0.229,0.0466,0.1569,0.5874,108.75,158172
trk_01586,Musica 01586,Artista 107,r&b,44,0.8206,0.6971,-1.1876,0.2857,0.4024,0.0665,0.0645,0.4773,83.1,258435
trk_01587,Musica 01587,Artista 057,hip-hop,89,0.7798,0.8274,1.0,0.0195,0.2192,0.0134,0.3316,0.7705,103.03,247525
trk_01588,Musica 01588,Artista 181,sertanejo,74,0.8183,0.8575,-4.2701,0.1355,0.1925,0.1035,0.4039,0.7298,99.87,142147
trk_01589,Musica 01589,Artista 014,rock,63,0.3619,0.8811,-1.6263,0.0727,0.3721,0.0929,0.127,0.503,136.04,223251
trk_01590,Musica 01590,Artista 211,pop,73,0.8786,0.793,-6.1753,0.1582,0.5451,0.0064,0.0183,0.4292,164.43,204769
trk_01591,Musica 01591,Artista 183,rock,64,0.6051,0.9069,-0.8791,0.0559,0.2623,0.0626,0.1187,0.8125,128.75,314643
trk_01592,Musica 01592,Artista 071,pop,91,0.9509,0.5964,-10.324,0.0714,0.3902,0.1198,0.0889,0.4329,130.9,236294
trk_01593,Musica 01593,Artista 186,r&b,51,0.6331,0.346,-2.7171,0.0085,0.1739,0.1367,0.0391,0.1516,99.61,196493
trk_01594,Musica 01594,Artista 003,hip-hop,45,0.6139,0.4499,-2.0058,0.2423,0.3573,0.0142,0.0716,0.2768,102.94,189387
trk_01595,Musica 01595,Artista 184,latin,86,0.7409,0.8292,-6.0732,0.1732,0.2066,0.1703,0.2225,0.4967,131.96,264479
trk_01596,Musica 01596,Artista 220,funk,80,0.7336,0.5784,-0.8436,0.0191,0.3011,0.0464,0.0864,0.4935,132.07,231595
trk_01597,Musica 01597,Artista 121,rock,38,0.7047,0.7818,-13.9805,0.298,0.5039,0.0501,0.1199,0.3512,150.01,222341
trk_01598,Musica 01598,Artista 226,pop,51,0.8658,0.1019,-8.7001,0.074,0.1521,0.0535,0.2918,0.5881,110.7,250157
trk_01599,Musica 01599,Artista 061,latin,85,0.4599,0.8533,-0.9676,0.062,0.2162,0.1153,0.0973,0.0631,103.88,220717
trk_01600,Musica 01600,Artista 008,rock,37,0.368,0.5207,-5.9402,0.0342,0.5376,0.194,0.1841,0.5377,180.24,284374
trk_01601,Musica 01601,Artista 055,r&b,49,0.5488,0.8303,-9.5576,0.1266,0.204,0.2174,0.2457,0.5795,143.16,203042
trk_01602,Musica 01602,Artista 220,pop,87,0.7673,0.5067,-5.0754,0.0865,0.1757,0.0299,0.0545,0.5492,140.57,164277
trk_01603,Musica 01603,Artista 216,funk,69,0.411,0.3243,-9.1671,0.0206,0.1652,0.0269,0.2017,0.6056,88.93,198482
trk_01604,Musica 01604,Artista 110,latin,52,0.7345,0.4894,-1.4713,0.0216,0.6105,0.0037,0.4054,0.6058,126.42,213857
trk_01605,Musica 01605,Artista 049,rock,49,0.5349,0.493,-11.3182,0.0892,0.326,0.3557,0.3562,0.1802,151.02,226896
trk_01606,Musica 01606,Artista 020,rock,71,0.3761,0.5133,-5.6983,0.1149,0.2123,0.0827,0.1404,0.8698,140.2,228178
trk_01607,Musica 01607,Artista 100,dance,61,0.9835,0.4518,-10.8027,0.0148,0.07,0.0186,0.1576,0.6793,144.51,229351
trk_01608,Musica 01608,Artista 171,rock,69,0.7808,0.8655,-3.5765,0.1146,0.2665,0.1069,0.191,0.3626,113.71,184598
trk_01609,Musica 01609,Artista 013,hip-hop,47,0.6778,0.6914,-8.297,0.0608,0.4891,0.0871,0.1091,0.5969,94.43,140496
trk_01610,Musica 01610,Artista 065,electronic,63,0.6914,0.5487,-5.9427,0.2553,0.1116,0.1384,0.1807,0.4089,106.59,115776
trk_01611,Musica 01611,Artista 100,rock,53,0.1657,0.275,-8.6289,0.1748,0.4524,0.1524,0.1394,0.8741,131.1,252769
trk_01612,Musica 01612,Artista 038,indie,46,0.2469,0.5313,-7.3162,0.0072,0.388,0.0724,0.4624,0.4556,108.34,93236
trk_01613,Musica 01613,Artista 236,indie,49,0.7928,0.271,-6.4369,0.1643,0.0583,0.1941,0.4034,0.5514,142.79,229769
trk_01614,Musica 01614,Artista 172,hip-hop,71,0.8415,0.2212,-4.732,0.0112,0.1564,0.014,0.0409,0.4629,124.1,239922
trk_01615,Musica 01615,Artista 062,latin,52,0.8894,0.9133,-3.2264,0.0056,0.5541,0.0304,0.2487,0.3522,118.13,246626
trk_01616,Musica 01616,Artista 036,rock,58,0.7298,0.6294,-5.5002,0.0461,0.2503,0.2255,0.2541,0.7337,118.31,238739
trk_01617,Musica 01617,Artista 151,pop,93,0.6325,0.5009,-1.8538,0.1227,0.0822,0.0232,0.1955,0.721,77.58,211206
trk_01618,Musica 01618,Artista 142,sertanejo,72,0.7375,0.7991,-6.8839,0.0785,0.0968,0.1906,0.0665,0.5646,90.04,146992
trk_01619,Musica 01619,Artista 095,dance,67,0.359,0.6758,-3.0231,0.2854,0.5074,0.1578,0.1323,0.3726,150.87,181416
trk_01620,Musica 01620,Artista 070,pop,44,0.6697,0.3033,-7.6964,0.3121,0.77,0.128,0.0585,0.1047,114.45,286123
trk_01621,Musica 01621,Artista 209,rock,72,0.899,0.7985,1.0,0.3194,0.1647,0.0495,0.0713,0.6491,109.04,240542
trk_01622,Musica 01622,Artista 129,electronic,47,0.6934,0.2774,-9.4156,0.0643,0.052,0.0556,0.3102,0.6607,87.07,157154
trk_01623,Musica 01623,Artista 070,indie,49,0.6364,0.3298,-9.8349,0.0141,0.3474,0.0043,0.1068,0.25,133.97,166533
trk_01624,Musica 01624,Artista 121,pop,79,0.6643,0.4174,-6.4782,0.1528,0.1256,0.0554,0.0059,0.4125,69.41,319771
trk_01625,Musica 01625,Artista 040,hip-hop,80,0.9636,0.6494,-5.6801,0.1265,0.3778,0.159,0.2675,0.4577,132.23,153271
